texto|sentimento
Elias Koteas, Jack Palance papéis jogar bem Angelina é quente e fica naked.Billy Drago aparece neste e é legal, como de costume + um cameo por Sven ole Thorsen ajuda a tornar este um filme muito agradável, com boa atuação e um orçamento decente. |1
Este foi um filme tão impressionante que eu comprei fora de Ebay. |1
Eu realmente amei a linha da história e o urso poler estava meio cute.But se alguém tem uma pergunta sobre Fort Steele, basta perguntar afastado :) |1
Este filme totalmente sem graça é tão por cima e patético e irrealista que durante os 90 minutos de tortura absoluta eu provavelmente olhou para o relógio sobre 70000 vezes! |0
Lucy Bell é muito maior do que essa porcaria e para ela a afundar esta baixa é bastante deprimente. |0
Todos este filme faz é deixá-lo doente assistindo a todos esses folgados dar desculpas por suas ações estúpidas para 90 minutos. |0
Deus, e eu nunca pode obter que 90 minutos de volta! |0
Eu acho que as peças maravilhosas maioria (literalmente, cheio de maravilha) são os trechos de suas obras. |1
Os conjuntos (especialmente projetado para trabalhar com a câmera) são incrível .... estilizado, bonito e eficaz. |1
Eles poderiam ser usados ​​como exemplos para qualquer designer set. |1
As histórias eram explorações poderosos da natureza do homem e da arte. |1
Depois de assistir este filme, eu queria aprender mais sobre as obras deste artista. |1
Eu recomendo este filme para qualquer pessoa interessada em arte, poesia, teatro, política ou história japonesa. |1
Aqui, o vento eo leão, vemos uma rendição maravilhosa da própria idade imperial da América. |1
) O que torna esta história diferente são os valores de produção fabulosa - fotografia impecável, composição e edição - o elenco fantástico - o subvalorizado Brian Keith jogando um valentão Teddy - e história viva. |1
Embora o vento eo Leão é contada em grande parte através dos olhos do filho, cada membro da família pode identificar-se com um dos personagens, seja bandido nobre de Sean Connery, heroína mal-humorada de Candice Bergen, de John Huston astuto John Hay ou Steve Kanaly de spiffy, radiante, implacável can-do tenente, Big Stick de Roosevelt. |1
Esta é uma grande aventura no seu melhor. |1
Acho que foi Robert Ryans melhor filme, porque ele retratou alguém como o meu pai, e ele era um esquizofrênico na vida real, (meu pai), embora ele nunca matou ninguém, mas foi afetada mais durante a segunda guerra mundial que fez dele pior. |1
Ter de humor dele para sobreviver e passar o dia era tão apt. |1
(Minha mãe e irmão tinha que fazer isso) Quando eu vi Robert Ryan retratar este tipo de homem, foi um muito boa imitação deste tipo de indivíduo, e fiquei impressionado. |1
Quase todas as músicas de Cover Girl são antiquado e não muito melodioso. |0
A coisa mais irritante sobre Cover Girl é a maneira em que Rita Hayworth é colocado em um pedestal. |0
Infelizmente, Cover Girl é um exemplo de como Hollywood usada para explorar mulheres para ganho financeiro. |0
narração não-linear, assim, muitos flashbacks e todas as partes se articulam muito bem. |1
A boa fotografia também faz com que ela e Monica Bellucci está muito bonita. |1
Um bom comentário do amor de hoje e, sem dúvida, uma pena filme vendo. |1
Para as pessoas que são iniciantes no cinema, eu acho que eles fizeram um excelente trabalho !! |1
Ele era muito popular quando eu estava no cinema, uma boa casa e muito boas reações e muitas risadas. |1
É um filme bem-estar e é assim que me senti quando saí do cinema! |1
Tem humor norte e positiva sobre a comunidade que ele representa. |1
Prefiro gostei. |1
Eu gostei. |1
Eu não poderia levá-los a sério. |0
É realmente criado uma sensação única embora. |1
Vivian Schilling fez um excelente trabalho com o script. |1
Um mundo melhor do que 95% do lixo nos cinemas hoje. |1
Seu papel foi jogado bem. |1
Não muito Screamy não ao masculino, mas apenas para a direita. |1
A câmera realmente gosta dela neste filme. |1
Eu teria escalado ela nesse papel depois de pronto o roteiro. |1
Como europeu, o filme é um bom retrocesso para o meu tempo como estudante na década de 1980 e as experiências que tive que vivem no exterior e interagir com outras nacionalidades, embora as circunstâncias eram ligeiramente diferentes. |1
Eu sou um fã dele ... Este filme sugado realmente ruim. |0
Ainda pior do que Ticker! |0
& Aquele filme era ruim. |0
Apenas como 3 ou 4 edifícios utilizados, um par de locais, talvez, & Poor hummh! |0
Ele só explodiu. |0
Este filme é excelente Angel é linda e Scamp é adorável Seus pequenos gritos quando hes scared, e as partes mais engraçadas são quando:! Scamp está preso sob a cortina e quando Angel e Scamp estão cantando Eu nunca tive essa sensação Before.I recomendo totalmente este filme, sua vinda para fora na edição especial sobre a cobertura junho 20.O tem scamp em uma lata de lixo e Angel debaixo da tampa. |1
Eu só não posso explicar este filme mais do que romântico, charmoso, divertido, e adorable.The cenas de ferro-velho são engraçados, todos os cães de ferro-velho ter algo special.Too engraçado eu ri, as crianças vão adorar it.Buy-lo quando ele sai, ele tem Novas características! |1
Agora fomos escolhidos para ser torturado com esta peça nojento de propaganda americano flagrante. |0
Este show é feito para os americanos - é muito estúpido e cheio de ódio e clichês para ser admitido em outro lugar. |0
Quase todos os envolvidos devem ser do retorno à escola, agir é totalmente previsível e ruim, script é pilha de lixo todo. |0
Eu gostaria de poder entrar valores negativos, os administradores? |0
Os conjuntos são tão ruins, eles não pareceria fora de lugar em um episódio Thunderbirds. |0
O uso de câmera lenta desnecessariamente se repete ao longo do filme, mas é bem apoiada por uma atuação ruim (e ruim é uma palavra amável aqui), há continuidade, cenas que são jogados em por qualquer razão, os veículos que parecia que foram feitas a partir de uma caixa de flocos de milho e um estilo de direção que beirava a estupidez. |0
Oh sim, e o enredo era patético também. |0
Eu odeio escrever comentários ruins sobre filmes - especialmente aqueles em que eu realmente gosto da estrela - mas este filme é tão ruim que eu não acredito por um segundo que qualquer um poderia ter sido orgulhoso dele. |0
Eu não sou um cineasta nem sou um diretor, mas gostaria de esconder a cabeça na areia se eu tinha passado qualquer quantidade de tempo e dinheiro nesse filme. |0
Em suma - este foi um desperdício monumental de tempo e energia e eu não recomendo ninguém para ver que nunca este filme. |0
Ele veio livre com um leitor de DVD que eu comprei, mas eu ainda virou a coisa fora a meio porque eu estava envergonhado por Howell. |0
1/10 - e só porque não há nenhuma definição para 0/10. |0
Uma premissa interessante, e Billy Drago é sempre bom como um perigoso porca-bag (nota lateral: Eu adoraria ver Drago, Stephen McHattie e Lance Hendrikson em um filme juntos, falar sobre furiosa maçãs do rosto!). |1
A trilha sonora não era terrível, qualquer um. |1
Mas a atuação - mesmo que de tais profissionais como Drago e Debbie Rochon - era terrível, a dirigir pior (talvez contribui para o primeiro), o chimpanzé-like, e o trabalho de câmera de diálogo, apenas tolerável. |0
Ainda assim, foram os jogos que tem um grande 10 na minha escala oy-vey. |1
Sim, eu estou simplificando as coisas aqui em prol da brevidade, para este realmente é o cerne dos problemas com esse filme - tem muita coisa acontecendo sem qualquer real, cumprindo explicação. |0
Ambos fazem bons empregos e são bastante divertido. |1
Mas a trama complicada apenas não me convenceu, e grande parte do filme foi assistido com um olhar interrogativo estranho. |0
Eu deixei a minha namorada talk-me em ver isso - má idéia, nós dois odiava. |0
Os últimos 15 minutos do filme também não são ruins também. |1
Bela Lugosi foi totalmente estranho, intoning linhas ímpares. |0
A atuação foi decididamente madeira, embora não é pior do que um filme de época Universal B. |0
I como Armand Assante & resumo da minha empresa de cabo pareceu interessante, então eu assisti-lo, já por duas vezes, e provavelmente será novamente. |1
Eu acredito que o roteirista fez um bom trabalho de amarrar as pontas soltas. |1
Minha pontuação de 8/10 é principalmente para o enredo. |1
Eu não vou dizer mais nada - eu não gosto de spoilers, então eu não quero ser um, mas eu acredito que este filme vale a pena o seu tempo. |1
Uau, que um filme ruim. |0
Não assustador no mínimo, e de difícil compreensão. |0
O enredo não ficar juntos em tudo, e a qualidade é absolutamente chocante. |0
Nem mesmo bom para o valor acampamento! |0
Eu não estava esperando material de Oscar, mas isso? |0
Você teria que ter o QI de molusco particularmente estúpido para não ver que uma vinda. |0
Este filme (e eu uso essa palavra vagamente) é um insulto para o público de ir ao cinema. |0
Se apenas alguém envolvido com ela soube encadear narrativa! |0
Isso fica a 1 fora de 10, simplesmente porque não há nada mais baixa. |0
Este é um que eu não tenho, mas eu assisti-lo recentemente na Fox Movie Channel, e foi muito decepcionado. |0
Eu sei que ele era um jogador de contrato com pouco controle sobre seus roteiros, mas a atuação foi tão ruim quanto o script. |0
Victor McLaglen era mesmo ruim, e Brian Donlevy estava quase irreconhecível. |0
Considerando as relações fora da tela entre Taylor e Stanwyck, foi surpreendente o quão pouco a química que havia na tela entre os dois. |0
Mas a premissa do filme foi tão ridículo: que o Presidente os EUA |0
As cenas do corredor da morte foram totalmente imóvel. |0
A única coisa pior do que a atuação de Taylor era o canto de Stanwyck. |0
Seja qual for o produtor estava indo para, ele perdeu completamente. |0
Fiquei profundamente impressionado com o personagem que interpretou. |1
Eu sabia que quando eu vi o filme que mais grandes coisas estavam por vir a partir deste talentoso ator. |1
Um filme de roubo barato e triste com a má caracterização, muitas estóico estilo underbite emoting (acho que Chow Yun Fat em A Better Tomorrow) e alguns clichês de queijo atirado para uma fábrica abandonada pronto para alguns mal executados voando rolos de judô a la John Woo. |0
Mesmo os squibs horrível. |0
Em nenhum momento do processo ele se parece remotamente como a América. |0
A trama, tal como está, é então derivado e previsível que o final é como uma matança mercê. |0
O diálogo terrível e exagero desesperada por todos que receberem topo rematar um verdadeiro desperdício de espaço e tempo. |0
Eu estava muito desconfortável com o quão ruim este filme foi, mas não assustou a todos. |0
O diálogo é composta de coisas que fazem pouco sentido. |0
Cerca de 30 minutos de imagens é desperdiçado para mostrar atores idosos medíocres desajeitadamente balbuciando overwrought pseudo-satânico jargão piegas o suficiente para fazer um adolescente Goth blush, quase sempre em Olde Inglês, e às vezes em latim que pode ou não ser feitas até palavras. |0
A direção é desleixado na melhor das hipóteses. |0
escrita banal, certamente, mas ainda pior pela má direção. |0
Claro, a qualidade é blah. |0
A atuação por todo o elenco poderia ser colocado em uma escala e perfeitamente equilibrado entre exagerando e underacting. |0
E, finalmente, depois de tudo isso, chegamos a um final que teria sido ótimo se tivesse sido tratado por pessoas competentes e não Jerry Falwell. |0
Eu amei este filme foi um grande retrato de uma família que tinha quota de altos e baixo-lo de, mas no final eles sabiam que o amor especial que eles tinham um pelo outro. |1
Eu tenho visto muitos filmes estrelado por Jaclyn Smith, mas meu deus este foi um dos melhores dela, embora ele saiu há 12 anos. |1
Este filme continha um elenco de estrelas, eo que eu amei o mais foi que ele abriu meus olhos para ver outros atores que eu não tenha visto antes. |1
Este filme era uma espécie de longa de duração, mas eu gostei cada minuto. |1
Taxa global de I este filme um 10 de uma escala de 1-10. |1
Lifetime não ar-la o suficiente, então se alguém sabe o que loja vende-lo deixe-me saber porque este é um must-have. |1
Lembro-me especialmente meus sentidos sendo agredido por cabos estridentes de música que iria Blare para fora com muito pouco aviso, e ainda menos significado. |0
É exatamente o tipo de pap que é exibido no período da tarde para punir os desempregados por não ter emprego. |0
Totalmente diferente, com cargas de eufemismo e comédia de humor negro, este é um poucos get filme para ver, mas aqueles que vão se lembrar. |1
Este filme cria seu próprio universo, e é fascinante em todos os sentidos. |1
Mas este filme realmente tem para mim. |1
Veja. |1
Eu realmente espero que a equipe por trás deste filme faz mais filmes, e que eles vão continuar a fazê-lo em seu próprio, algum estilo meio estranho. |1
E eu esqueci: A Fundição aqui i soberbo, com Trond Fausa Aurvåg ser perfeito no papel como o Homem Bothersome, que não entende onde ele está, o que está fazendo e por quê. |1
Este filme é um comentário bom e bem-humorado sobre a vida em 2006. |1
Eu encontrei esta mover bonita, agradável e edificante. |1
Inicialmente, os sites locais no filme, que foi filmado aqui em Buffalo, me intrigou. |1
Mais tarde, encontrei-me perdido no poder do filme. |1
Todo o público aplaudiu no final do filme. |1
Saí do teatro com uma cadência no meu passo, alegria no meu coração e esperança para a raça humana. |1
Duris tem uma aparência saudável e dá um bom desempenho. |1
O resto do elenco também jogar bem. |1
Cinematografia notável incluindo belas vistas de Barcelona e suas famosas torres de Gaudi. |1
Cerca de dez minutos deste filme eu comecei a ter segundos pensamentos. |0
Sobre a meio deste filme eu comecei a não gostar. |0
Quando o filme acabou, eu não só não gostava dele, eu desprezava. |0
O que este filme não tem um roteiro convincente. |0
O roteiro parece como se apenas um rascunho foi escrito e tiroteio começou antes de um roteiro final foi concluída. |0
As coisas acontecem, a mudança personagens personalidades, reviravoltas ocorrer por nenhuma razão real para além de que as chamadas de script para ele. |0
O elenco é bom. |1
Para isso, vale a pena conferir. |1
Este é provavelmente o mais show de irritante que eu já vi em toda a minha vida. |0
É indescritível o show mais chato e idiota que eu já vi. |0
Tudo sobre ele é apenas ruim. |0
Eu não conseguia entender, que tipo de idiota iria produzir essa bagunça em primeiro lugar para não mencionar vários temporada. |0
O roteiro é ruim, muito ruim ?? ele contém tanto cheesiness e piada antiético que você normalmente vê em R nominal ou filme NC-17. |0
O elenco também é horrível, porque tudo que você vê é uma Actors realmente muito ruim, período. |0
Palavra final: Este show é uma verdadeira tortura !! |0
É zilhão de vezes longe da realidade. |0
Assistindo twirling máquina de lavar roupa em torno de não ferir seus olhos tanto quanto este show. |0
Rating: 0/10 (Grau: Z) Nota: O Show tão ruim é que mesmo a mãe do elenco Puxe sua filha fora do show. |0
da 20th Century Fox Road House 1948) não é apenas um bom noir bobagem, mas é um furo absoluto implausível de um filme. |0
Cheio de personagens de papelão pouco convincentes é suavemente escrito por Edward Chodorov, que também produziu, e é surpreendentemente dirigido por Jean Negulesco de quem se poderia esperar muito mais. |0
A partir daqui sobre o caráter voltas Widmark involuntariamente cômicos! |0
Sua perdendo o juízo tão cedo no processo é totalmente implausível e pouco convincente. |0
E se isso não é o suficiente de uma confusão de um filme para você - a imagem também é marcado com um uso constante de aparelhos de estúdio e exteriores interiores. |0
Seja qual for solicitado tal documentário está além de mim! |0
(Spoilers muito graves), este filme foi um enorme decepção. |0
há tantos problemas Eu não sei por onde começar. |0
o elenco foi ótimo. |1
Steve Martin oferece um desempenho muito engraçado de, uma classe superior de meia-idade, cara branco tenso. |1
adicionar betty branco e Jean Smart e você tem um grande elenco - todos desempenharam suas peças muito bem. |1
mas o filme faz um monte de erros graves. |0
Primeiro de tudo, existem estereótipos raciais suficientes e piadas raciais para ofender todos. |0
o filme é cheio de insultos raciais evidentes para com os membros do elenco preto e em troca os brancos são retratados como idiotas e mamas. |0
colocando a carta da raça à parte, vamos olhar para a grande falha no filme: eles destroem o caráter das latifa. |0
não há nenhuma conspiração real. |0
eu não tomaria ver esse filme novamente de forma gratuita. |0
Vapor Willie é um filme incrivelmente importante para a nossa história do cinema. |1
Esta segunda aparição de Mickey Mouse (seguindo o plano silenciosa LOUCO no início daquele ano) é provavelmente o seu mais famoso filme - principalmente porque ele era tão inovador. |1
Enquanto você ainda não ouvir Mickey falar, há toneladas de efeitos sonoros e música ao longo do filme - algo que nós tomamos para concedido agora, mas que foi um enorme prazer para todos em 1928. |1
No entanto, depois de ver a curto novamente após cerca de 25 anos, fiquei espantado com a forma como atemporal o filme realmente é. |1
É simplesmente adorável vendo Mickey jogo Turkey in the Straw de uma forma altamente imaginativa (se ocasionalmente cruel). |1
Inteligente e uma multidão-pleaser verdadeiro - este filme ainda está entre os melhores filmes de Mickey mesmo depois de 80 anos maravilhosos. |1
A bipolaridade do matador implacável (um minuto uma assassino implacável, o minuto seguinte de uma fralda comercial LUV) é convincente completamente. |0
Estou terrivelmente decepcionado que este filme receberia tantos prêmios e elogios, especialmente quando há muito mais obras merecedoras de filme lá fora. |0
O corpo original e Soul (1947) é uma obra-prima. |1
John Garfield, Anne Revere, Lilli Plmer, William Conrad, Canadá Lee ... e filmado por um dos maiores cineastas de sempre a graça do screen..James Wong Howe. |1
Eu não acho que existem quaisquer qualidades redentoras neste remake. |0
Este pode ser o único mau filme que ele já fez. |0
Tão ruim ... bem ... é só ruim. |0
Este filme é um sólido exemplo de um enredo ruim e muito, muito má ideia por todo o caminho. |0
É uma vergonha para ver bons atores como Thomerson e James ganhar a vida em uma confusão como essa. |0
Eu pensei que era ruim. |0
Ambos os filmes são terríveis, mas para o crédito da versão 1986, era assistível. |0
Vamos começar com todos os problemas ?? a atuação, especialmente do professor de chumbo, foi muito, muito ruim. |0
O roteiro é uma grande confusão falho. |0
O melhor exemplo de como mudo a escrita é quando é estabelecido que você pode transformar os zumbis-alunos de volta para os seres humanos através da remoção de um colar contendo um pedaço do meteorito. |0
O diretor Paul Matthews, que também escreveu / dirigiu o fraco filme de monstro 1995 Grim, claramente não sabe como andar de seus filmes. |0
O filme é terrivelmente chato em alguns lugares. |0
A iluminação é horrível. |0
O filme parece barato e sem graça. |0
Um dos aspectos mais decepcionantes é a falta de notável gore. |0
Esta convenção nunca funcionou bem no passado, e certamente não funciona aqui. |0
Os efeitos visuais foram horrível. |0
A seqüência de abertura CG no espaço parecia que poderia ter sido criado em Microsoft Slideshow pelo amor de Deus! |0
A explosão dos reservatórios de gás no final era tão horrível. |0
Ok, eu gosto de me considerar um crítico justo, então eu vou dar crédito onde o crédito devido - os efeitos de criaturas foram realmente muito legal. |1
Conseguiu amar aqueles closes de viscoso, babando dentes! |1
Para resumir o filme Up Breeders é um terrível filme de terror, feito barata que devem ser evitados como o vírus Ebola. |0
Não recomendado. |0
Ele é quase insuportável para assistir na tela, ele tem pouco ou nenhum carisma, e terrível timing cômico. |0
Além de que é terrível chumbo, este filme tem uma infinidade de outros débitos. |0
Eu entendo que é suposto ser uma comédia pipoca barato, mas isso não significa que ele tem de insultar completamente a nossa inteligência, e ter escrito tão incrivelmente hackneyed que faz fronteira com a ofensiva. |0
considerável talento de Lewis Black é desperdiçado aqui também, como ele é no seu mais incendiária quando ele é desenfreada, que a classificação PG-13, certamente não vai permitir. |0
único ponto brilhante do filme era Jonah Hill (que vai ficar quase irreconhecível para os fãs da recente Superbad devido à quantidade de peso perdeu no ínterim). |1
Com a originalidade e frescor do primeiro filme já passou, este remake tinha pouco mais a oferecer. |0
O orçamento foi evidentemente muito limitado. |0
Isso se refletiu não só no elenco, mas também no script abaixo-par, que emprestado muito do início clássico. |0
No entanto, aqui não havia decente atuação, ação ou local de trabalho para equilibrar as coisas. |0
Filmiing foi menos expansivo. |0
Ele não conseguiu transmitir a ampla extensão de paisagens que foram uma grande parte do original. |0
Geralmente; a apenas carecido imaginação. |0
Não recomendado. |0
É possível que um filme para ficar pior do que isso? |0
Não há enredo aqui para mantê-lo em primeiro lugar. |0
Mesmo quando as mulheres finalmente aparecer, não há sinais de melhoria; as coisas mais esperados acontecer e pelo tempo que o filme é longo, você pode ser muito sono. |0
Cuidado: este não é um filme cult trashy, este é lixo -period! |0
Não posso acreditar que não há sequer uma sequela para isso! |0
Que é precisamente por isso que estou dando-lhe um tal revisão ruim! |0
Ser criança dos anos 90, eu realmente se esse show e eu posso dizer com orgulho que eu gostei grande tempo e ainda mais do que as caricaturas WB clássicos. |1
Mas Tiny Toons manteve vibração anos 90 e entregou um dos mais populares desenhos animados, engraçado, e subestimado já criados. |1
As memórias são obscuras, mas eu só posso dizer que se em cada episódio e produto relacionado com o show. |1
Facilmente, nenhuma outra banda desenhada me fez rir de uma forma suave (antes de entrar em sitcoms escuras orientados para adolescentes). |1
Os personagens eram tudo engraçado e tinha a peculiaridade de não ter um verdadeiro personagem principal. |1
Cada personagem era hilariante e merecia ser chamado de chumbo. |1
Cada elemento desta história era tão por cima, falso excessivamente e artificial que era doloroso para sentar-se através. |0
Suas linhas parecem ter sido escrito por um 15 anos de idade, embora eles estão tentando oh, tão, tão difícil de som como como um de quinze anos seria realmente, hum, você sabe, bem ... falar. |0
Perabo tem um nível de energia agradável e é, obviamente, muito confortável na frente de uma câmera. |1
Simplesmente não há desculpa para algo esta mal feito. |0
Eu vi este filme e eu pensei que este é um filme estúpido. |0
O que é ainda mais estúpido é que quem tinha pensado uma idéia que deve haver um vulcão em Los Angeles? |0
Para ser honesto com você, isso é um absurdo inacreditável e muito tolo. |0
Em conclusão, eu não vou preocupar com este filme porque um vulcão em Los Angeles é nada, mas um disparate. |0
O enredo é simplesmente horrível! |0
É apenas doloroso! |0
E os acentos são absolutamente abismal! |0
Há também a hipocrisia suficiente neste filme para me fazer vomitar. |0
Não desperdice o seu tempo assistindo esse filme não-pesquisado lixo. |0
Acredito que Pitch Black foi bem feito. |1
Os personagens são interessantes e você quiser saber mais sobre eles quanto mais tempo o filme se passa, e eu acho que as pessoas vão se surpreender com quem faz e não fazê-lo. |1
Vá vê-lo! |1
Omitir vendo isso. |0
Muito engraçado! |1
Minha classificação: apenas 3 de 10. |0
Os personagens são interessantes e você realmente se importa para eles. |1
Um clássico instantâneo, com uma grande banda sonora e uma canção cativante durante os créditos finais. |1
Não perca. |1
Esta é uma peça magistral de produção de filmes, com muitos temas fervendo e, ocasionalmente, fervendo neste verrugas e tudo estudo da boêmia do poeta, anos de tempo de guerra auto-indulgente que abrangem os bombardeios aéreos de Londres e no exterior tranquilidade de um retiro costeira Welsh - as fronteiras entre a amizade, o desejo eo amor, a dedicação à arte e experiência contra interesses práticos, o ciúme, rivalidade, covardia e egoísmo contra heroísmo e auto-sacrifício e muito mais. |1
A amadurecer, roteiro sutil que sugere e ocasionalmente traz em foco dramática as tensões subjacentes é bem servida por performances perfeitas (para além da estranha inapropriado sorrindo que Keira Knightley está propenso a, embora, talvez, sob a direção desta vez como os outros personagens, muitas vezes eles mesmos mencionam ). |1
Mas acima de tudo a composição visual requintado de cada momento, com o uso inventivo e elegante de close-up, ângulo de câmera e iluminação, incluindo pointillistic faux filme caseiro metragem, é uma maravilha e alegria para os olhos. |1
É como continuamente bonito para olhar como um Bertolucci, mas as relações aqui são mais convincentes e a narrativa mais envolvente do que algum do trabalho desse mestre. |1
A premissa básica é desperdiçado, uma vez que está afastado pelo foco inexplicável na equipe de documentário. |0
Independentemente disso, o filme falha na maioria dos níveis. |0
Evitar a todo custo. |0
Eu vi esse filme em Natal, e que um grande filme que era! |1
Pensei Errol Flynn foi brilhante como Custer e desde então se tornou o meu ator favorito! |1
Sua atuação ao lado de Olivia De Havilland foi brilhante e o final foi fantástico! |1
Eu sempre soube que Errol Flynn era um ator brilhante como ele era meus pais ator favorito, e eu cresci assistindo seus filmes como uma criança. |1
Mas não foi até que eu assisti esse filme que eu percebi o quão grande ele realmente era. |1
Eu vou dar a este filme 10 de 10! |1
Eu sei que Jim OConnor foi muito enérgico e que ninguém poderia ser tanto quanto ele, mas George era bem monótona. |0
Ele realmente não parecem querer ser hospedagem; Sua voz-overs eram monótonas, não se envolveu com os convidados. |0
thriller de pouco encantador de Hitchcock, com vários nice travessuras em torno de um espião assassinado, uma criança sequestrada, uma igreja desagradável, uma trama estrangeira e alguns taxidermistas aleatórios. |1
Jimmy Stewart é como sempre um grande herói para Hitchcock, a história rasga junto ao seu clímax legal em uma função embaixada, mas falta-lhe a ameaça ninhada de preto e branco, original, de baixo orçamento de Hitchcock. |1
ainda, no entanto, outro filme maravilhoso de estável do grande mestre. |1
Eu tenho que dizer que este filme foi excelentemente produzida e tops as classificações como um filme fi típico sci! |1
Excelentemente produzido por um dos melhores produtores de Sci-fi Scot Vandiver! |1
Mas é divertido, no entanto. |1
É uma espécie exagerado de filme que é uma alegria para assistir. |1
Há apenas um momento chato no filme e há uma abundância de peças humorísticas. |1
O elenco é sempre divertido, como de costume. |1
No geral, uma delícia! |1
Este filme é tão mente-bendingly terrível, não poderia mesmo ter sido criado. |0
O filme carece de qualquer sustos reais ou tensão e alguma da terminologia médica usada em toda é um pouco duvidoso para dizer o mínimo & I dizer que como um diabético insulino-dependente de mim. |0
A menos dito sobre a agir melhor. |0
Este filme faz um excelente trabalho de revelar a complexidade da tarefa e os desafios incríveis que enfrentam África do Sul. |1
Eu acredito que cada um deve ver este filme como eu acho que poucas pessoas fora da África do Sul compreender o seu passado eo que está sendo tentada no processo de Verdade e Reconciliação. |1
Nada menos do que magnífico fotografia / cinema neste filme. |1
A qualidade é fantástica, as histórias são perfeitamente entrelaçados, e os cães são esplêndidos ............. A deve alugar, visão ou ver. |1
Não tenha medo de legendas ........ o que vale um pouco de aversão a terapia 10/10 |1
Excelente desempenho. |1
Há ainda bons atores de todas! |1
Também excelente direção e fotografia. |1
Muito fiel ao Shakespear, e um must para todos os fãs Shakespear. |1
Macbeth (Jason Connery) me às lágrimas com o seu monólogo final (fora breve vela, fora) Ele deu a esfera de decadência e escuras forças morais um rosto humano, o que torna ainda mais interessante. |1
Helen Baxendale é uma senhora muito credível Macbeth que pode ser muito cheerfull, por vezes, e às vezes ela parece apenas uma garota malvada, mas mortal em seu gosto por sangue e do mal. |1
Se você ama letras Shakespears morte e decadência, e ... esta é a única. |1
Este é um espirituoso e adaptação deliciosa do livro Dr. Seuss, brilhantemente animado pelo melhor da UPA e completamente merecedora de seu Oscar. |1
Menção especial deve ser feita da partitura de música e efeitos sonoros excelentes, que são um elemento integral para ajudar a fazer este memorável um cartoon e agradável. |1
No entanto Paul Schrader, de fato, fez um filme sobre Mishima que é excelente & complexa. |1
Também notável é bem nítido de John Bailey lindamente cinematografia colorido e do grande projeto de produção e figurinos de Eiko Ishioka, que passou a fazer os figurinos memoráveis ​​para Drácula de Coppola, pelo qual recebeu um Oscar merecido. |1
Mesmo tendo em conta os valores de produção pobres para a época (1971) e o formato (uma espécie de mini-série), este é baaaaaad. |0
