texto|sentimento
A menos que você está apenas fora visualmente Collect todos os filmes existentes de obra de Austen, você pode ignorar esta. |0
Se você fizer vê-lo, no entanto, existem pequenas consolações: as atrizes jogar irmãs de Anne cada um fazer um trabalho maravilhoso com seus papéis. |1
Isso não é bom. |0
Falando da música, é insuportavelmente previsível e kitchy. |0
Em seguida, o filme só deixou a bola cair. |0
Este é um filme deslumbrante. |1
Raw e movimento sublime. |1
Parecia que, uma peça de teatro inteligente muito emocionante (mas sem o sentimento excessivamente teatral um realmente fica de assistir as pessoas em um palco) que desempenha em todos terror de uma mentira branca escalada a consequências monstruosas. |1
Todos os principais jogadores são fascinantes. |1
Tom Wilkinson quebrou meu coração no final ... e todos os outros a julgar pela quantidade de desastrado para lenços e mãos indo até rostos entre homens e mulheres igualmente. |1
Julian Fellowes triunfou novamente. |1
Ele é um tesouro nacional. |1
VÁ E VEJA! |1
Este é um excelente filme. |1
As cenas aéreas foram bem-feito. |1
Foi também o equilíbrio certo de guerra e amor. |1
O filme dá significado à frase, Nunca na história do conflito humano tem tanta sido devido por tantos para tão poucos|1
Kris Kristofferson é bom neste filme e realmente faz a diferença. |1
Um bom filme por um grande diretor! |1
Este é definitivamente um dos melhores documentários que eu vi olhando para as relações familiares e casamento. |1
Há muitos erros de continuidade: um outro usuário comentou sobre carros diferentes na garagem, copos de Joe ... o que tem que me o mais foi o fato de configuração pêlos faciais Joe pareceu mudar de cena para cena. |0
Este é apenas um grande filme. |1
10 de 10 estrelas. |1
Eu não posso ver como este filme pode ser uma inspiração para qualquer pessoa a sair ou superar o medo e rejeição. |0
É tão ruim que é realmente vale a pena ver apenas por esse motivo. |0
Punishment Park é uma brilhante peça de cinema. |1
Tiro no deserto do sul da Califórnia usando seu estilo de falso documentário patente, Watkins cria um filme como nenhum outro. |1
Este é um dos Peter Watkins filmes mais acessíveis. |1
Eu aconselho você a olhar para ele. |1
Você não vai se arrepender! |1
Altamente recomendado A + |1
Bem ... Só se você continuar pensando como é ruim. |0
É uma peça medíocre, miserável, oca, risível e previsível de lixo. |0
É um caso de tão ruim que é risível. |0
) Muito mau desempenho desempenha Angela Bennett, uma especialista em computadores que está em casa o tempo todo. |0
É um filme sobre nada, apenas um pretexto para mostrar cenas de ação ridículas. |0
Quão terrível que ela é! |0
Mas ela ainda é uma má atriz, repetindo seus movimentos faciais robóticos em cada uma de suas fotos. |0
Os resultados, bem, são uma vergonha. |0
APAGAR esse filme de sua mente! |0
Uma das piores apresentações de todos os tempos. |0
O show começaria com espertinho ed comentários uns aos outros que seria totalmente fora da parede e desnecessário. |0
O computador geek gordura era inacreditável, o batedor da bíblia, a menina do mau-burro, quem são esses atores ??? |0
Nunca ouvi falar de nenhum deles, exceto Cole, que foi totalmente inacreditável na peça. |0
Toda vez que ele abriu a boca você espera ouvir, você vê crianças ... puxar o plugue foi uma matança misericórdia para este espectáculo horrível. |0
As histórias eram tão inacreditável quanto os atores. |0
Lame seria a melhor maneira de descrevê-lo. |0
Stanwyck e Morgan são perfeitamente escalado para o que é, em muitos aspectos, um equivalente moderno de Dickens A Christmas Carol em sua sensibilidade. |1
O sucesso do filme depende da fundição de Sydney Greenstreet como o personagem Alexander Yardley. |1
O conjunto atraente usado durante a maior parte do filme é uma jóia olho-agradável. |1
Im grande fã de jogos de RPG também, mas este filme, é uma desgraça para qualquer RPGer preze existe. |0
As linhas, os cortes, o áudio, tudo está errado. |0
Você pode encontrar melhores filmes em youtube. |0
Linha superior: Não desperdice o seu tempo e dinheiro em um presente, a sua tão ruim quanto se trata. |0
filme A Lassie que deveria ter sido posto para dormir .... SEMPRE. |0
É assim que eu descreveria essa perda de tempo dolorosamente triste de um filme. |0
Tão medíocre em todos os aspectos que ele só se torna um maçante bagunça, desinteressante, este é um dos filmes mais esquecíveis que eu vi. |0
Nem sequer é uma conquista como um assim-mau-é-bom ou o filme -é-memoráveis ​​tão ruim. |0
É uma casca vazia, oca de um filme. |0
Sério, não vale a pena desperdiçar o seu, ou o tempo do seu filho diante. |0
Evite, evite, evite! |0
Ele irá conduzir você latindo louco! |0
As transferências são muito bons. |1
Muito agradável e relaxante visualização tarde da noite. |1
O filme é cheio de dança maravilhosa (daí o título! |1
) Boa música e excelente paisagem. |1
Ele lida com alguns problemas difíceis com dignidade e graça, e, claro, tem (chocando saqueador aqui! |1
) Um feliz, maravilhoso, sensação bom final! |1
O ponto é a viagem, uma viagem que toca cada membro da família. |1
É um dos filmes que eu preciso ver sempre que ele vem na TV ... não importa o fato de que eu já memorizado! |1
Nada de novo lá. |0
Isso foi feito no segundo filme. |0
O filme quase não tem cenas de ação em que e muito pouco de comédia. |0
A trama tem mais furos do que um par de meias arrastão e a direcção e a edição é surpreendentemente presunto que punhos. |0
O que na terra é Irons fazendo neste filme? |0
Eu só vi este filme e eu recomendo. |1
Tem um muito bom enredo, ele mantém sua atenção completa, a qualidade é excelente, Tom Wilkinson foi fantástico e Emily Watson também foi muito bom. |1
Um filme muito bom, na verdade, sobre a grande e incondicional amor. |1
O personagem de Tom Wilkinson é um homem que não está preparado para a provação que está prestes a começar, mas ele leva o assunto em mão como os avanços da história, e este grande ator dá um desempenho que faz você se sentir angústia e sofrimento do personagem. |1
O personagem de Emily Watson é muito forte, e ela tem apenas para dar uma rápida olhada e você entende tudo. |1
Apesar das panelas de usuários, eu gostei deste filme. |1
Na verdade, eu gostei melhor do que Entrevista com um vampiro e eu gostei este Lestat (Stuart Townsend) melhor do que a tentativa de Cruise. |1
Aailiyah era bom bonito como Akasha, em lugares atraentes (a sua primeira entrada e cena mini-dança). |1
Eu sou um grande fã desta série principalmente devido ao estilo, sensibilidades e tratamentos de Anne Rice. |1
Eu acho que eu gostei os detalhes de sua disfunção - ele era crível. |1
As cenas de futebol no final foram desconcertante. |0
Mas eu pensei que sua atuação era hábil. |1
Meredith M era melhor do que tudo bem. |1
Um filme muito charmoso com sentimento e coração maravilhoso. |1
É raro quando um cineasta toma o tempo para contar um conto moral digna com cuidado e amor que não caia na armadilha de ser excessivamente xaroposo ou mais indulgente. |1
Nove em cada dez para um verdadeiramente encantador filme. |1
Este filme cedo do futuro goremeister Lucio Fulci é uma adição muito boa para o sub-gênero giallo. |1
Este é um dos melhores thrillers italianos do início dos anos 70. |1
Uma cena de destaque. |1
Esta cena é muito forte e desagradável. |0
Tecnicamente, o filme é bem feito, com um impressionante trabalho de câmera, atuação sólida e música eficaz de Riz Ortolani ?? particularmente bom é um vocal feminino desacompanhada recorrente que soa como ele está vindo de uma colina distante. |1
É ainda o material selvagem embora e é altamente recomendado para os fãs de cinema giallo. |1
O filme foi muito interessante do começo ao fim. |1
Gostei da forma como o personagem de Dustin Hoffman estava pronto para fazer quase tudo para ficar com seu filho. |1
Este filme também é revelador. |1
Pessoalmente, acho que isso mostra que as pessoas devem aprender a encontrar um compromisso auto-los sem envolver outras pessoas em questão. |1
E foi chato. |0
Eu estou tão cansado de clichês que é apenas a escrita preguiçoso, e aqui eles vêm em grosso e rápido. |0
PS a única cena no filme que foi legal é quando o personagem central encontra seu quarto explodido. |1
É um fresco, sutil e efeito bastante sublime. |1
Um revisor italiano chamou isso de uma pequena, grande filme, e isso é certo. |1
Todos os atores dar um desempenho maravilhoso, especialmente Jennifer Rubin como Jamie Harris, que muda a partir do starlet nervoso no início através dos estranhos acontecimentos que ela faz parte de para a estrela legal. |1
Você aprende muito sobre o real dentro emoções das pessoas neste filme, e muito sobre o próprio negócio do cinema. |1
O filme em situações de cinema no início e através do jogo que é jogado com ela pelo treinador agindo são fascinantes. |1
Também a música de Mark Snow é possivelmente a melhor pontuação que eu já ouvi. |1
Você não vai esquecer este filme! |1
Por que este filme feito? |0
O filme tem um olhar ultra-barato para ele. |0
O resultado é um filme que simplesmente não parece certo. |0
Nenhum deles é envolvente ou emocionante. |0
O enredo é um absurdo que não interessa nem um pouco maneira ou ter qualquer exclusividade para ele. |0
O Estrangeiro não vale um segundo de seu tempo. |0
Eu vi isso como uma criança nas costas TV em 1973, quando foi The Stranger e eu adorei. |1
Mas o dueto entre o astronauta e seu médico no início do filme é uma troca perfeita quando se considera que este filme foi feito bem na Guerra Fria e maior medo do astronauta é que ele caiu na URSS. |1
Este filme é tão incrível! |1
Eu adorei, foi realmente assustador. |1
Eu amo os filmes gritar e todos os filmes de terror e esta fileiras caminho até lá. |1
Se você quiser um verdadeiro susto alugar este! |1
10/10 |1
Este é um filme extraordinário. |1
Como um drama de tribunal, é atraente, como uma acusação sobre o sistema de justiça americano, é assustador. |1
Este filme destaca as falhas fundamentais do processo legal, que não é sobre a descoberta de culpa ou inocência, mas sim, é sobre quem apresenta melhores no tribunal. |1
O filme é bem ritmado, discreto e um dos melhores documentários de tribunal que eu vi. |1
Este drama principalmente rotina TV baseada em fatos recebe um impulso do desempenho bem por Cole. |1
Previsível, mas não é uma má relógio. |1
Ficou claro que ela tinha o alcance ea capacidade de retirar essa parte. |1
Ela carrega o poço filme. |1
Constantino dá tudo a intensidade certa e parece ter uma boa compreensão das motivações psicológicas subjacentes. |1
É maravilhoso e inspirador para assistir, e eu espero que ele fica liberado novamente para vídeo ou DVD. |1
Como este pedaço de lixo que nunca foi lançado está além de mim: a atuação, a história, os personagens, os efeitos supostamente especiais, etc ... Está tudo errado. |0
Na verdade, esta stinker cheira como uma liberação direct-to-video. |0
Evitar a todos os custos! |0
Star Trek V The Final Frontier é o pior da série. |0
A atuação de todos os envolvidos e que inclui aqueles que, como Shatner e Nimoy é ruim e lavado para fora e fazendo com que pareçam tão antiga como eles olham na vida real, os efeitos especiais são brega como quando Spock tem que resgatar Kirk em um jet pack quando ele cai para baixo de uma montanha. |0
As tentativas de humor foram patético e história é tão terrível que dosent pensamento urso sobre o que basicamente envolve um Vulcan roubando a Enterprise para encontrar Deus (sério) eu apenas não me importava com nada disso cinema e oh não mencionar Uhura faz uma dança do ventre para distrair os guardas do sexo masculino. |0
O único lugar bom para este filme é no lixo. |0
O pior da série. |0
Editar: A edição deste filme foi fenomenal na minha opinião. |1
Quando uma música poderia explicar as emoções dos indivíduos melhores, como quando a vida infeliz Jay Adams era um assunto de conversa, a canção Old Man por Neil Young foi tocada, que evoca muitas emoções. |1
Fotografia: O filme foi filmado em uma maneira interessante. |1
É claro que as imagens dos anos 70 foi granulada, mas isso só aumentou o filme. |1
Este filme oferece muitas delícias e surpresas. |1
Quando Achille e Philippa lindamente cantar um dueto de Don Giovanni, que descreve perfeitamente a sua situação no filme, você aprecia as camadas sutis de este excelente filme. |1
Os desdobra história no século 18 Jutlândia e o uso da música período jogado em instrumentos de época é apenas mais um toque fino. |1
Você compartilha a alegria requintado do general Loewenhielm na sua participação do Cailles en sarcophage mesmo que você está apenas assistindo a um filme - mas você desejo de apenas uma pequena amostra para saborear. |1
Mas este discreto folhas de cinema uma impressão duradoura. |1
O calor gera está em contraste com seu pano de fundo austero. |1
Você vai sair do cinema querendo sair e dançar sob as estrelas. |1
A atuação, como seria de esperar deste elenco, é top de linha. |1
Os personagens são aprofundados surpreendentemente bem, particularmente Grimes e Blake, e todos os atores entregar suas linhas acentuadamente script com apenas a quantidade certa de língua inexpressivo no rosto para fazer o diálogo tanto hilariante e realista. |1
Angus Scrimm também se transforma em um bom desempenho em um pouco breve, mas o papel memorável como o delicadamente ameaçador, anatomista-tocando violino Doctor Quinn. |1
Conclusão - eu adorei. |1
É um longo tempo desde que eu estava tão entretidos por um filme. |1
I luta para encontrar nada de ruim a dizer sobre isso. |1
Marque minhas palavras, este é um daqueles filmes cult como Evil Dead 2 ou Phantasm que as pessoas ainda estarão descobrindo e se apaixonando por 20, 30, 40 anos para baixo da linha. |1
É bastante surpreendente que este filme maravilhoso foi feito em 1949, como Hollywood geralmente tinham suas cabeças coletivas na areia sobre questões preto e branco da época. |1
O filme merece elogios fortes para tomar esta posição, por ter atuação excepcional de seu elenco em sua maioria menos conhecido e para o script super-inteligente que não insulta o público ou tomar o caminho mais fácil quando se trata de racismo branco. |1
Além disso, com orçamento bastante modesto do filme e rápido tempo de execução, ele faz um trabalho incrível! |1
Juano Hernandez (um ator excepcional que interpretou papéis em muitos filmes da época de suporte) é um homem orgulhoso preto, que é acusado de assassinar um homem branco no Sul. |1
Trumbull em I Love Lucy). |1
Veja-o com os seus filhos, se você tem uma chance - ele vai abrir algum diálogo surpreendente sobre o quão longe as relações raciais têm vindo nos últimos 50 anos. |1
Ver os dois filmes se você puder. |1
Foi naquele ano, no entanto, que nos lembrou que Huston ainda estava no topo de seu jogo como evidenciado pelo seu fiel adaptação do romance aclamado de James Joyce The Dead. |1
Sentimentos, pensamentos ... o desconforto de Gabriel durante a dança ... todos esses intangíveis saltar para a vida e chegar ao alcance do espectador no retrato de Huston. |1
Muito decepcionado e perguntou como ele poderia estar na lista Oscar. |0
É muito lento. |0
Monte de buracos na trama: não há nada sobre como ele se tornou o imperador; nada sobre onde gastar 20 anos entre a infância ea idade adulta. |0
) Não desperdice o seu tempo. |0
Fim dos Dias é um dos piores filmes de ação de grande orçamento que eu já vi. |0
Ele certamente não sabe como fazer um filme de ação coerente do roteirista de Air Force One que só foi obrigado a escrever o roteiro apenas para uma grande soma de dinheiro. |0
Este foi um dos piores filmes que eu já vi. |0
Eu ainda estou tentando superar o quão ruim era. |0
Este filme é, possivelmente, um dos mais obras criativas de horror nunca. |1
Ele tem tudo que você poderia querer ... suspense, drama, comédia, subtramas confuso, nativos americanos, comer cérebro ... Se você está procurando a todo o ser-end-todos os filmes brainsucking, não procure mais. |1
Com efeitos sonoros grandes e efeitos especiais impressionantes, eu não posso recomendar este o suficiente filme. |1
Chame-me uma porca, mas acho que este é um dos melhores filmes de sempre. |1
Grandes atores de caráter Telly Savalas e Peter Boyle. |1
1 hora 54 minutos de puro tédio, melodrama e agir horrível, uma bagunça de um script, e um sentimento de afundamento do bom Deus, que eles estavam pensando? |0
Muitos buracos no roteiro. |0
É como um filme ruim duas horas TV. |0
Agora imagine que cada uma dessas decisões foi feito errado. |0
O diálogo é atroz. |0
A qualidade é além abismal. |0
fede tudo. |0
O problema é que, a escrever e dirigir tornam impossível estabelecer essas coisas que fazem um watchable filme, como caráter, história, tema e assim por diante. |0
Pior, há uma sub-trama incrivelmente fraco jogado no que segue um pequeno grupo de Mansonites dos últimos dias como eles vão depois de um repórter que está trabalhando em uma reportagem sobre o aniversário dos assassinatos. |0
É idiota e sem sentido, e uma completa perda de tempo. |0
Em suma, não se incomodam com este filme. |0
Eu não vou desperdiçá-la, mas o terminando em bastante surpreendente. |1
A melhor cena do filme está no final, mas eu não vou desperdiçá-la. |1
Se alguma vez houve uma indicação de um escritor e capacidade de um diretor de fundir dois temperamentos altamente voláteis em uma união perfeita de criatividade, então é isso! |1
O resultado é uma realização potência, fez mais oportuna agora talvez por causa de perturbar o fascínio de nossa cultura com a celebridade, e é interpretações distorcidas de fama. |1
Um filme não é facilmente esquecido. |1
Mas, Kevin Spacey é um excelente, tsunami verbal como Buddy Ackerman ?? e totalmente crível, porque ele é um grande ator. |1
O script da comédia sutil é inigualável por qualquer filme nos últimos anos. |1
Os personagens são interessantes, mesmo se um pouco previsível. |1
Altamente recomendado para todas as idades, embora os mais jovens provavelmente não vai apreciar algumas das referências mais sutis, eles irão certamente apreciar uma cena galley em particular! |1
Ótimo filme! |1
Também a história e agir eram fracos. |0
Por volta das 16:00 eu comprei, por volta das 20:00 eu comecei a assistir, por volta das 20:15 eu rápido transmitiu o filme restante para ver se havia mais alguma coisa assistível para um ser humano com um cérebro ... mas não havia. |0
De qualquer maneira, é uma porcaria. |0
O roteiro é terrivelmente estúpido. |0
A história começa muito rápido com absolutamente nenhum suspense ou build-up na mínima. |0
Tudo capitão Howdy diz ou é risível ou simplesmente estúpido. |0
Que raio de merda é essa ?! |0
Então, há o enredo buracos. |0
Você poderia dirigir um caminhão semi para esses buracos! |0
Linda Cardellini é a única coisa boa neste filme. |1
Ela é equilibrado e surpreendente. |1
Dee Snider simplesmente uma porcaria. |0
Ele não pode agir (um dos vilões assustadores menos que eu já vi), ele não pode write (que ele escreveu este filme maldito em seu sono? |0
Eu estava entediado ao longo de toda a maldita coisa. |0
A atuação suga, a música é uma porcaria, o script é uma porcaria, o ritmo é uma porcaria, o FX especial chupar, a direção é uma porcaria ... basicamente, este filme é uma porcaria. |0
Este filme tenta ser um sério e sofisticado suspense / filme de terror e ele falhar miseravelmente. |0
Este é provavelmente um dos filmes menos eficazes e totalmente banal que eu já vi em toda a minha vida. |0
Um pedaço de lixo cinematográfico capturada em celulóide. |0
Evitar a todo e qualquer custo. |0
De qualquer forma isso fede de cinema, não é engraçado, e Fulci deveria ter ficado com giallo e filmes de zumbis sobrenaturais. |0
Evitar este filme a qualquer custo. |0
Eu não sei o que aconteceu na quinta temporada, que confusão. |0
A rosca única consistente segurando a série juntos foram as performances surpreendentes de Leni Parker e Anita Laselva como os dois Taelons em conflito idealogical tranquila. |0
Agora, este é um filme que eu realmente não gosto. |0
É um dos filmes mais chato de terror dos anos 90, principalmente porque ele começa lento e centros em um ambiente chato. |0
Os bonecos olhar realmente brega, não em um bom caminho, como em filmes dos anos 80 Puppet Master. |0
A história é coxo, não é interessante e nunca realmente explica as origens sinistras dos bonecos. |0
Não há cenas de morte, como nos filmes anteriores e a f / x são terríveis. |0
Senti dormindo a primeira vez que eu assisti-lo, para que eu possa recomendá-lo para insones. |0
O fato é que este filme é um maravilhoso, reconfortante conto sobre duas pessoas perseguindo seus sonhos. |1
A melhor parte sobre Enfermeira Betty é de imprevisibilidade. |1
Diretor Neil LaBute usa a violência brutal aos sonhos separados da realidade, e junto com o drama comovente e hilariante comédia, você nunca pode dizer o que vai acontecer a seguir. |1
Caso contrário, nem sequer desperdiçar seu tempo com isso. |0
Este apenas não criar qualquer suspense real. |0
Quanto ao assassino, não espere originais nada nem mesmo remotamente assustadora. |0
Há, no entanto, alguns boa atuação muito (pelo menos, para este tipo de filme). |1
Sinto muito, mas eu realmente não recomendo a ninguém. |0
Uma das mais chatas, filmes sem sentido que eu já vi. |0
A linha de trama secundário é incompreensível e a sua relação com a linha de trama primária é mistificante. |0
Odiava. |0
Este é um dos piores filmes Sandra Bullock desde Speed ​​2 Mas não é tão ruim. |0
Eu não entendo como este lixo tem nas prateleiras da loja do filme, não é mesmo um filme real! |0
Eu duvido que qualquer um podia assim lixo. |0
Isto não é de criação do filme. |0
A atuação é como assistir bonecos de madeira em movimento ao redor e leitura de um livro, que é como é ruim. |0
Então, eu estou aqui para avisá-lo - NÃO alugar este filme, é a coisa mais estúpida que você nunca viu! |0
Eu vi esse filme curto na HBO no outro dia e absolutamente Entes. |1
Eu não percebi o quão maravilhoso a curto realmente é até que as duas últimas cenas. |1
Excelente curta-metragem. |1
Felizmente, o diretor James Cox pode transformar o curta em um longa-metragem com o mesmo elenco, ou ganhar-nos com um filme totalmente novo. |1
Concordo com Jessica, este filme é muito ruim. |0
Personagens são unidimensionais, até mesmo os bons e especialmente os bandidos. |0
O enredo é totalmente previsível. |0
Não muito diálogo, não muita música, todo o filme foi rodado tão elaborada e esteticamente como uma escultura. |1
Eu vi novelas mais inteligentes do que este filme. |0
caracteres mau, mau história e atuação ruim. |0
Realmente terrível. |0
Não é fácil de assistir. |0
Engraçado, inteligente, hip - assim como o filme anterior de Pray, Hype! |1
Foi um longo período de tempo que eu não ver um ator tão carismático na tela. |1
Paolo Sorrentino tem escrito uma história maravilhosa sobre solidão e Tony construiu um dos mais inesquecíveis personagens vistos em filmes nos últimos anos. |1
O filme não é perfeito completamente, mas Titta Di Girolamo vai ficar com você por um longo tempo depois da visão do filme. |1
I tarifa este filme 9/10. |1
Eu não sei se isso era estréia na direção de Emilio Estevez, mas o ritmo, a interação eo desenvolvimento dos personagens, bem como alguns trabalho de câmera inteligente em torno do caráter Estevez joga tudo sugere um olhar natural. |1
A interação entre Martin e Emilio contém a mesma química maravilhosa que vimos em Wall Street, com Martin e Charlie. |1
Kathy Bates é maravilhoso em seus personagens desespero sutil e escapismo; uma variação sobre sua personagem em Brincando nos Campos do Senhor. |1
Para os leitores que já viram um dos filmes de Miyazaki: ele ainda está em sua melhor forma e fez outra experiência válida. |1
Nunca condescende, todos os personagens têm bons corações genuínas e problemas verossímeis. |1
Os dois personagens principais pode ser dois dos mais crianças crível que eu já vi colocar na tela. |1
Eles são tão fáceis de amor, mas é ainda mais fácil de identificar. |1
Este filme é grande - especialmente se você gosta de artes visuais. |1
A paisagem que as duas filhas pintura e fotografia são lindas. |1
A história também é engraçado e comovente, por vezes. |1
Pessoas que gostam de filmes europeus e filmes de arte vai gostar deste filme. |1
Este é verdadeiramente um filme de arte - ele realmente tem um monte de arte nele. |1
Ir alugá-la. |1
No entanto, depois de finalmente assistir a este filme, percebi que não só eu tinha tido uma mente fechada ao brilho que retrata, eu também encontrei-me vê-lo uma e outra vez. |1
É o único filme que nunca deixa de me interessa, simplesmente porque ele me mantém alerta, como eu tento tentar decifrá-la de significados. |1
Brilliance, de fato. |1
Mas se você gostou filmes como Matrix (e ainda melhor, suas seqüelas) Eu acho que você vai apreciar o pensamento provocando, mindblowing experiência deste filme vai lhe dar. |1
Pense do filme ser como um sonho. |1
Simplesmente lindo. |1
Ambos Rickman e Stowe desempenhar as suas funções ao máximo neste conto do escritor um livro das crianças who-- talvez? - escreveu um trato subversivo. |1
É um divertimento gloriosamente, rápido e representação bastante precisa da noite de um raver. |1
Ele apresenta um retrato idílico ainda grave dos altos e baixos da vida personagens. |1
Apenas faça o que fizer, evitar o sulco como a antítese de tudo o que é bom sobre Tráfico Humano. |0
É muito ruim que todos os outros envolvidos não compartilhavam nível de dedicação de Crowe com a qualidade, porque, se o fizessem, nós teríamos uma melhor filme em nossas mãos do que este sub-par bagunça. |0
O filme parecia um pouco lento no início. |0
Mas pegou velocidade e foi direto ao ponto. |1
Ele mostrou exatamente como o governo eo cientista argumentou para a humanidade e as razões do aparelho. |1
Eu gostei. |1
Tenho recomendado para amigos. |1
Fiquei particularmente satisfeito com a capacidade agindo de Dwight Schultz. |1
Ambos os atores realmente entender e tornar-se seu caráter particular, entregando uma convincente, o desempenho sincero. |1
A química na tela, fundamental para todo o filme, é genuína. |1
O diálogo do filme é natural, verdadeiro para a vida. |1
O escritor, Gorman Bechard, sem dúvida, fez sua lição de casa, porque todas as referências são a indústria e caráter-idade apropriada. |1
A trilha sonora incrível realmente capta a essência do filme. |1
sentimento cada faixa comandos, na verdade, contribuindo para as cenas e personagens. |1
Definitivamente vale a pena ver|1
é o tipo de pensamento provocando filme que obriga a questionar seu próprio limite de solidão. |1
filme mais recente e oitavo de Hayao Miyazaki para Studio Ghibili, Gake No Ue no Ponyo (Ponyo on the Cliff by the Sea) é um maravilhosamente olhar divertido e imaginativo na infância. |1
Numa altura em que parece que cinema de animação tem sido dominado por obras-primas CGI da Disney / Pixar, é tanto refrescante e reconfortante saber que Miyazaki ainda está contando com animação tradicional feito à mão para contar suas histórias encantadoras e encantadoras. |1
Suficiente não pode ser dito da animação notável neste filme. |1
O estilo de arte tem a aparência de desenhos da infância / lápis e é maravilhosamente colorido e fantasioso. |1
Se você agir de tal filme, você deve estar feliz que você vai afastar-se da terra, tanto quanto possível! |0
Isto se quer navegar na pequena onda de filmes espaciais em 1998 (Deep Impact e Armageddon), e este falhar em todos os lugares. |0
Se você ainda não se engasgou em seu próprio vômito até o final (por todo o drama barato e diálogo inútil) que você deve ter furado-se à morte com este desperdício de tempo. |0
Ainda assim, faz-se de tudo isso com um super terminando que retrata uma grande embarcação mar sendo retirados pelo poderoso geada. |1
Basta considerar o excelente história, atuação sólida e visual do filme como bônus adicionados. |1
Em vez disso, temos um furo fest sobre um whiny, babysitting criança mimada. |0
Então eu assisti-lo novamente dois domingos atrás (20 de março, 2005) e eu comecei a realmente apreciá-lo e desta vez eu gravei a coisa toda. |1
É uma TV Movie muito bem atuado e feito. |1
Judith Light é uma das minhas atrizes favoritas e eu acho que ela faz um excelente trabalho neste filme! |1
Eu continuo assistindo mais e mais. |1
É um filme triste, mas muito bom. |1
Se você ainda não viu este filme, eu definitivamente recomendo! |1
Ela é tão linda, como de costume, este cutie! |1
Ainda é bastante interessante e divertido de seguir. |1
;) Recomendar com confiança! |1
Este filme é bem equilibrado com comédia e drama e eu desfrutamos eu. |1
Foi um tumulto para ver Hugo Weaving desempenham um vendedor gay imobiliário obcecado por sexo que usa casas de seus clientes para os seus encontros com o Darren flamejante (Tom Hollander). |1
:) De qualquer forma, a trama fluiu sem problemas e as cenas macho-ligação foram uma buzina. |1
A seqüência de esta jóia de abertura é um clássico, e os jogos de gato n rato que se seguem são uma delícia de assistir. |1
Os fãs do gênero estarão no céu. |1
Lange tornou-se uma grande atriz. |1
Parecia uma história maravilhosa. |1
Eu nunca saí de um filme mais rápido. |0
Eu só fiquei entediado assistindo Jessice Lange tirar a roupa! |0
Infelizmente, alguma virtude no trabalho de produção deste filme foi perdido em um roteiro lamentável. |0
Em uma palavra, é embaraçoso. |0
Excepcionalmente mau! |0
Todos em toda a sua um insulto à inteligência de um e um enorme desperdício de dinheiro. |0
